22:59:45,happy,Default
22:59:45,happy,Default
22:59:45,happy,Default
22:59:46,happy,Default
22:59:46,happy,Default
22:59:46,happy,Default
22:59:46,happy,Default
22:59:47,happy,Default
22:59:47,happy,Default
22:59:47,happy,Default
22:59:47,happy,Default
22:59:47,happy,Default
22:59:48,happy,Default
22:59:48,happy,Default
22:59:48,happy,Default
22:59:48,happy,Default
22:59:49,happy,Default
22:59:49,happy,Default
22:59:49,happy,Default
22:59:49,happy,Default
22:59:49,happy,Default
22:59:50,happy,Default
22:59:50,happy,Default
22:59:50,happy,Default
22:59:50,happy,Default
22:59:51,happy,Default
22:59:51,happy,Default
22:59:51,happy,Default
22:59:51,happy,Default
22:59:52,happy,Default
22:59:52,happy,Default
22:59:52,happy,Default
22:59:53,happy,Default
22:59:53,happy,Default
22:59:53,happy,Default
22:59:53,happy,Default
22:59:54,happy,Default
22:59:54,neutral,Default
22:59:54,neutral,Default
22:59:54,neutral,Default
22:59:55,neutral,Default
22:59:55,neutral,Default
22:59:55,neutral,Default
22:59:55,fear,Default
22:59:55,neutral,Default
22:59:56,neutral,Default
22:59:56,neutral,Default
22:59:56,neutral,Default
22:59:56,neutral,Default
22:59:57,neutral,Default
22:59:57,neutral,Default
22:59:57,neutral,Default
22:59:57,neutral,Default
22:59:57,neutral,Default
22:59:58,neutral,Default
22:59:58,neutral,Default
22:59:58,neutral,Default
22:59:58,neutral,Default
22:59:59,neutral,Default
22:59:59,neutral,Default
22:59:59,neutral,Default
22:59:59,neutral,Default
23:00:00,sad,Default
23:01:11,fear,Default
23:01:11,neutral,Default
23:01:11,neutral,Default
23:01:12,neutral,Default
23:01:12,neutral,Default
23:01:12,neutral,Default
23:01:12,neutral,Default
23:01:12,neutral,Default
23:01:13,fear,Default
23:01:13,neutral,Default
23:01:13,neutral,Default
23:01:13,neutral,Default
23:01:14,happy,Default
23:01:14,happy,Default
23:01:14,neutral,Default
23:01:14,happy,Default
23:01:15,happy,Default
23:01:15,happy,Default
23:01:15,happy,Default
23:01:15,happy,Default
23:01:15,happy,Default
23:01:16,happy,Default
23:01:16,happy,Default
23:01:16,happy,Default
23:01:16,happy,Default
23:01:17,happy,Default
23:01:17,happy,Default
23:01:17,happy,Default
23:01:17,happy,Default
23:01:17,neutral,Default
23:01:18,neutral,Default
23:01:18,happy,Default
23:01:18,happy,Default
23:01:18,happy,Default
23:01:18,neutral,Default
23:01:19,happy,Default
23:01:19,happy,Default
23:01:19,fear,Default
23:01:20,sad,Default
23:01:20,fear,Default
23:01:21,neutral,Default
23:01:21,sad,Default
23:01:22,sad,Default
23:01:25,fear,Default
23:01:25,angry,Default
23:01:25,sad,Default
23:01:25,sad,Default
23:01:28,sad,Default
23:01:29,sad,Default
23:01:29,sad,Default
23:01:29,sad,Default
23:03:22,sad,Default
23:03:23,happy,Default
23:03:23,neutral,Default
23:03:24,neutral,Default
23:03:24,neutral,Default
23:03:24,neutral,Default
23:03:24,neutral,Default
23:03:25,neutral,Default
23:03:25,neutral,Default
23:03:25,neutral,Default
23:03:25,neutral,Default
23:03:26,neutral,Default
23:03:26,neutral,Default
23:03:26,neutral,Default
23:03:26,neutral,Default
23:03:27,neutral,Default
23:03:27,neutral,Default
23:03:27,neutral,Default
23:03:27,neutral,Default
23:03:27,neutral,Default
23:03:28,neutral,Default
23:03:28,neutral,Default
23:03:28,neutral,Default
23:03:28,neutral,Default
23:03:29,neutral,Default
23:03:29,neutral,Default
23:03:29,neutral,Default
23:03:29,neutral,Default
23:03:30,neutral,Default
23:03:30,neutral,neutral
23:03:30,happy,neutral
23:03:30,neutral,neutral
23:03:30,neutral,neutral
23:03:31,neutral,neutral
23:03:31,neutral,neutral
23:03:31,neutral,neutral
23:03:31,neutral,neutral
23:03:32,neutral,neutral
23:03:32,neutral,neutral
23:03:32,neutral,neutral
23:03:32,neutral,neutral
23:03:32,neutral,neutral
23:03:33,neutral,neutral
23:03:33,neutral,neutral
23:03:33,neutral,neutral
23:03:33,fear,neutral
23:03:33,neutral,neutral
23:03:34,neutral,neutral
23:03:34,neutral,neutral
23:03:34,neutral,neutral
23:03:34,neutral,neutral
23:03:34,neutral,neutral
23:03:35,neutral,neutral
23:03:35,neutral,neutral
23:03:35,neutral,neutral
23:03:35,neutral,neutral
23:03:36,neutral,neutral
23:03:36,neutral,neutral
23:03:36,fear,neutral
23:03:36,happy,neutral
23:03:36,happy,neutral
23:03:37,happy,neutral
23:03:37,happy,neutral
23:03:37,happy,neutral
23:03:37,happy,neutral
